kind,M,N,method,option,estimate,variance,ci_width
delta,50,7000,malliavin_B,call,0.6459584699176888,2.263519852807894,0.07049027437089372
delta,50,7000,malliavin_B,digital,0.0044956205660057124,0.0008447031234181784,0.001361724016285086
delta,50,7000,FD_eps_1.0,call,0.6418745186583353,0.2758882049988336,0.024609546676309213
delta,50,7000,FD_eps_1.0,digital,0.004713592591521325,0.028840258146590858,0.007956766597267777
price,50,9000,MC,call,6.51672091338294,71.89142464738111,0.35035099665296165
price,50,9000,MC,digital,0.29900505161444585,0.20078640555734018,0.018515351655544632
delta,50,9000,malliavin_A,call,0.7026468353369689,16.705557191558086,0.16888663983353447
delta,50,9000,malliavin_A,digital,0.003956547648552241,0.03309443091587578,0.0075169605502469
delta,50,9000,malliavin_B,call,0.6311450746042242,2.134694741052425,0.06037160229124283
delta,50,9000,malliavin_B,digital,0.004565475771077425,0.0008501671808295191,0.0012048056075335562
delta,50,9000,FD_eps_1.0,call,0.6405287301517021,0.2750875327140577,0.021672063591169577
delta,50,9000,FD_eps_1.0,digital,0.005768759560538354,0.02924315157110655,0.007066053151844714
price,50,11000,MC,call,6.49156825298462,70.7839293689162,0.3144539527288117
price,50,11000,MC,digital,0.30366122967945136,0.20249495027567802,0.016818870365039817
delta,50,11000,malliavin_A,call,0.6638455150180431,15.976639197924595,0.1493937532377223
delta,50,11000,malliavin_A,digital,0.003775485803469519,0.03479182671799668,0.006971533847657814
delta,50,11000,malliavin_B,call,0.626473871441739,2.0785651520168735,0.053885453891440394
delta,50,11000,malliavin_B,digital,0.004597662725957015,0.0008645486788185459,0.0010989664904394701
delta,50,11000,FD_eps_1.0,call,0.6435504563287769,0.2734881109622722,0.01954604751557132
delta,50,11000,FD_eps_1.0,digital,0.005910895522522731,0.029933017657044002,0.0064664358774240115
price,50,13000,MC,call,6.507989791007161,70.70067821402453,0.28908541480756256
price,50,13000,MC,digital,0.30374945200068304,0.2025241482017855,0.01547222591247821
delta,50,13000,malliavin_A,call,0.6679526174042048,15.877510759042329,0.13699527822512936
delta,50,13000,malliavin_A,digital,0.0035427931486841906,0.03477218795138794,0.006411068247337254
delta,50,13000,malliavin_B,call,0.6279160083101629,2.0723692067899186,0.049493476010804116
delta,50,13000,malliavin_B,digital,0.004656389801184029,0.0008680021000985816,0.001012919142909961
delta,50,13000,FD_eps_1.0,call,0.6452339385317786,0.2730600955026055,0.017965673790124592
delta,50,13000,FD_eps_1.0,digital,0.006270571139851898,0.02995456235805983,0.005950396153708466
price,50,15000,MC,call,6.506685483928723,70.72520851822634,0.26917055858996086
price,50,15000,MC,digital,0.30374945200068304,0.20252207089254742,0.014403784572496359
delta,50,15000,malliavin_A,call,0.6816546702598184,15.903097793453373,0.12763838553594087
delta,50,15000,malliavin_A,digital,0.004206605999872872,0.0346942508636698,0.005961687325310374
delta,50,15000,malliavin_B,call,0.6282839354393679,2.0620966930229403,0.04596158005963069
delta,50,15000,malliavin_B,digital,0.004695162923200847,0.00086038911318633,0.0009388320143975497
delta,50,15000,FD_eps_1.0,call,0.6442690530798371,0.2733263451392064,0.016733284096767775
delta,50,15000,FD_eps_1.0,digital,0.0066960741814847055,0.029826782832925332,0.005527689545816068
price,50,17000,MC,call,6.512884546416942,71.53939369484915,0.2542928995877336
price,50,17000,MC,digital,0.30357819690652743,0.20245829294498044,0.013527869082900823
delta,50,17000,malliavin_A,call,0.6792618764926417,15.951556060222387,0.12007791368739595
delta,50,17000,malliavin_A,digital,0.0043514048522689764,0.03484576089773527,0.00561224449311744
delta,50,17000,malliavin_B,call,0.6310180548715096,2.1299841209142487,0.04387829960484746
delta,50,17000,malliavin_B,digital,0.0046247636762705695,0.0008609642750444893,0.0008821738336112946
delta,50,17000,FD_eps_1.0,call,0.6435403504216749,0.2736936363155409,0.01572874082144482
delta,50,17000,FD_eps_1.0,digital,0.006393523515143111,0.029958855433020348,0.005203843354143979
price,50,19000,MC,call,6.498451283078007,71.11525106000956,0.23982289450962568
price,50,19000,MC,digital,0.3045666692920923,0.20281518232185794,0.012807356474905163
delta,50,19000,malliavin_A,call,0.6684129437873687,15.763247721138471,0.11290992445823034
delta,50,19000,malliavin_A,digital,0.004584832497808498,0.0345563896668224,0.005286563435412957
delta,50,19000,malliavin_B,call,0.6266990079537997,2.1076051965965297,0.04128610349422468
delta,50,19000,malliavin_B,digital,0.0046472065133308345,0.0008598288189290577,0.0008339024795688821
delta,50,19000,FD_eps_1.0,call,0.6437631586575259,0.27361439045183017,0.014875745305413357
delta,50,19000,FD_eps_1.0,digital,0.0056439069187952705,0.02984595781867748,0.004913059536769139
price,50,21000,MC,call,6.4703213127990855,70.83182484876595,0.22766204624985242
price,50,21000,MC,digital,0.30582897814400123,0.2032686814579682,0.012195838218241106
delta,50,21000,malliavin_A,call,0.6634810618299617,15.688322953940416,0.10714321653514358
delta,50,21000,malliavin_A,digital,0.004850284012358836,0.034787042465477154,0.005045278836701875
delta,50,21000,malliavin_B,call,0.6229604588980908,2.0883610569200495,0.03909121892936618
delta,50,21000,malliavin_B,digital,0.00472268525623502,0.0008626656462301293,0.0007945068966775087
delta,50,21000,FD_eps_1.0,call,0.6428887017231035,0.2736647869974985,0.014150959218570236
delta,50,21000,FD_eps_1.0,digital,0.005568508894885487,0.029781741967835066,0.004668221644544866
price,50,23000,MC,call,6.472465995687202,71.16198028866287,0.21804501468909976
price,50,23000,MC,digital,0.30488867067050085,0.20292957020329588,0.011643802134839842
delta,50,23000,malliavin_A,call,0.6651637657156354,15.695836489119621,0.10240340131630465
delta,50,23000,malliavin_A,digital,0.005245982249407689,0.034403404463920144,0.004794274095456418
delta,50,23000,malliavin_B,call,0.6247382502410245,2.102091539188232,0.03747554531771469
delta,50,23000,malliavin_B,digital,0.004676227551913919,0.0008587544749448756,0.0007574546840740902
delta,50,23000,FD_eps_1.0,call,0.6421344003084595,0.27405506756637255,0.013531348128877019
delta,50,23000,FD_eps_1.0,digital,0.005527320212819762,0.029656794107033972,0.0044512731982537836
price,50,25000,MC,call,6.475437246627675,71.09471736602116,0.20904256647230746
price,50,25000,MC,digital,0.30584561435314783,0.20327310150941774,0.011177791887549748
delta,50,25000,malliavin_A,call,0.6572291942415539,15.679566173042108,0.0981709703815612
delta,50,25000,malliavin_A,digital,0.0048370993217560524,0.03440923197817052,0.0045988956164251405
delta,50,25000,malliavin_B,call,0.624274960378276,2.092207846598767,0.03586067632043499
delta,50,25000,malliavin_B,digital,0.004775263163403836,0.0008647273184536176,0.0007290472101664103
delta,50,25000,FD_eps_1.0,call,0.643183037221622,0.2737500139977094,0.012971587744134316
delta,50,25000,FD_eps_1.0,digital,0.005550948451897466,0.029635955217396905,0.004268010975865023
price,50,27000,MC,call,6.482452495074235,71.40188700840193,0.201585379074265
price,50,27000,MC,digital,0.30662484617416,0.20355145509616607,0.010763197032256477
delta,50,27000,malliavin_A,call,0.6631480574589417,15.703966068169997,0.09453853303947857
delta,50,27000,malliavin_A,digital,0.005050966456801072,0.03498163453172295,0.004461945219662514
delta,50,27000,malliavin_B,call,0.624290967120924,2.128006481628238,0.03480091463213353
delta,50,27000,malliavin_B,digital,0.0047984392718409905,0.0008679331847504261,0.0007028252111392439
delta,50,27000,FD_eps_1.0,call,0.6436157037474834,0.273738895734477,0.012481662649536096
delta,50,27000,FD_eps_1.0,digital,0.0055710762111118054,0.029496117694915225,0.004097194807955647
price,50,29000,MC,call,6.475332985433866,71.4526452031225,0.19457911494842506
price,50,29000,MC,digital,0.3064600067668013,0.2034920259969937,0.01038390642770426
delta,50,29000,malliavin_A,call,0.6558590831949976,15.600433912924322,0.09091915842252773
delta,50,29000,malliavin_A,digital,0.004457824990724105,0.035154397747011505,0.004315954913076946
delta,50,29000,malliavin_B,call,0.6236699945716823,2.1230434606952735,0.03354026660516851
delta,50,29000,malliavin_B,digital,0.004747799267093147,0.00087181565685479,0.0006796720332198115
delta,50,29000,FD_eps_1.0,call,0.6428262886980134,0.273890266036545,0.012046901710747626
delta,50,29000,FD_eps_1.0,digital,0.00577247774265923,0.029543974808871304,0.003956594384163544
price,50,31000,MC,call,6.465324832802142,71.40944190981301,0.18814082304374757
price,50,31000,MC,digital,0.30669209329595915,0.20357449894276936,0.01004539242887681
delta,50,31000,malliavin_A,call,0.6633845570675325,15.540260891532855,0.08776763033323443
delta,50,31000,malliavin_A,digital,0.005174633640980527,0.03524708652978175,0.004179909053074651
delta,50,31000,malliavin_B,call,0.6210021903394713,2.1194670720567137,0.032412949829456306
delta,50,31000,malliavin_B,digital,0.004700181087251921,0.000870834410647473,0.0006570115599654029
delta,50,31000,FD_eps_1.0,call,0.6420463149306076,0.2740287262402291,0.01165475815735273
delta,50,31000,FD_eps_1.0,digital,0.005447016865723884,0.02963686884319555,0.003832846080546919
price,50,33000,MC,call,6.4649755634122,71.4391903010471,0.18238846104533302
price,50,33000,MC,digital,0.3066607886013285,0.20356292192042535,0.009735952247396096
delta,50,33000,malliavin_A,call,0.6542022692517921,15.577889896530063,0.08516936554569221
delta,50,33000,malliavin_A,digital,0.004974865924315909,0.035264466263564484,0.004052264217029698
delta,50,33000,malliavin_B,call,0.6217398492513903,2.120262297007446,0.03142128142012801
delta,50,33000,malliavin_B,digital,0.004666613535686188,0.0008686647321414854,0.0006359971826690718
delta,50,33000,FD_eps_1.0,call,0.6419694054149326,0.2741322018817883,0.01129819651335695
delta,50,33000,FD_eps_1.0,digital,0.00551389507698016,0.029429168747779705,0.0037018438429725804
price,50,35000,MC,call,6.4564044369969995,71.37999250804023,0.17702731967334806
price,50,35000,MC,digital,0.306938058753771,0.20366151518254705,0.009455979675620396
delta,50,35000,malliavin_A,call,0.6553977018407494,15.545673496136423,0.0826146021702201
delta,50,35000,malliavin_A,digital,0.004874497762058784,0.03520861927177875,0.003931665322109925
delta,50,35000,malliavin_B,call,0.6210803120115748,2.112568814808412,0.030454920989119172
delta,50,35000,malliavin_B,digital,0.004750489560481982,0.0008730203946014667,0.0006191048974493966
delta,50,35000,FD_eps_1.0,call,0.6413761795390414,0.27412559729848374,0.010970510573256265
delta,50,35000,FD_eps_1.0,digital,0.005891990739401657,0.029571170137875587,0.003603182834291495
price,50,37000,MC,call,6.469573680382951,71.44082593092132,0.17224968580247513
price,50,37000,MC,digital,0.3077886036808579,0.20396376369756225,0.00920368430705032
delta,50,37000,malliavin_A,call,0.6515415338534513,15.492073092943142,0.08021211608543144
delta,50,37000,malliavin_A,digital,0.004799489184281615,0.03526281322351695,0.003826869771291989
delta,50,37000,malliavin_B,call,0.6232367478214239,2.12147277750032,0.029682736491545292
delta,50,37000,malliavin_B,digital,0.004817349879731035,0.0008789070899743255,0.0006041665670492198
delta,50,37000,FD_eps_1.0,call,0.6425964182919871,0.27396476987439705,0.01066676100157915
delta,50,37000,FD_eps_1.0,digital,0.005468591722834161,0.029566480393906223,0.0035041688081210737
price,50,39000,MC,call,6.461304647780443,71.48567528924721,0.16782755807785676
price,50,39000,MC,digital,0.30743216838440557,0.20383686310647522,0.008961797514920988
delta,50,39000,malliavin_A,call,0.6458712633973365,15.515887838029949,0.0781883555620333
delta,50,39000,malliavin_A,digital,0.004827352123097191,0.035213736404047034,0.0037248588308447014
delta,50,39000,malliavin_B,call,0.6237182807519123,2.1325407680046515,0.02898694421298731
delta,50,39000,malliavin_B,digital,0.004837578809643774,0.0008760477194123235,0.0005875132224497336
delta,50,39000,FD_eps_1.0,call,0.6416314055464301,0.274160350583246,0.010393362787415317
delta,50,39000,FD_eps_1.0,digital,0.0055489577943927506,0.02951480962252299,0.003410152153096719
price,50,41000,MC,call,6.447140770167271,71.60013281455053,0.16381401417770292
price,50,41000,MC,digital,0.3075838953283625,0.20389053768743576,0.008741635107305301
delta,50,41000,malliavin_A,call,0.6451024360453598,15.420387207322726,0.07602243538918318
delta,50,41000,malliavin_A,digital,0.004837467451109679,0.035323745370630065,0.0036385429972732343
delta,50,41000,malliavin_B,call,0.6222600982120884,2.135520451667486,0.028290850657749722
delta,50,41000,malliavin_B,digital,0.004849256529762262,0.0008802768808248532,0.0005743859215423235
delta,50,41000,FD_eps_1.0,call,0.640865995854304,0.274166450759283,0.010136809702758542
delta,50,41000,FD_eps_1.0,digital,0.0060948713387497765,0.029565989339608963,0.003328820264869966
price,50,43000,MC,call,6.445746616319794,71.45240040138057,0.15979392001180415
price,50,43000,MC,digital,0.30785691914267904,0.2039872333791434,0.008537944612682757
delta,50,43000,malliavin_A,call,0.6429416594879055,15.3270693343397,0.0740084656092923
delta,50,43000,malliavin_A,digital,0.004852655391002254,0.035392734437394456,0.0035563860492921033
delta,50,43000,malliavin_B,call,0.6214670208416063,2.118260417402039,0.02751322594341099
delta,50,43000,malliavin_B,digital,0.004858549203199496,0.0008793839954938546,0.0005605845418546924
delta,50,43000,FD_eps_1.0,call,0.6412208994567574,0.27395239970150215,0.009894398409122429
delta,50,43000,FD_eps_1.0,digital,0.006048358209093027,0.0297501502891342,0.0032605917190301793
price,50,45000,MC,call,6.433238179902399,71.28684449739636,0.1560215204019979
price,50,45000,MC,digital,0.30804097780459755,0.20405228154871982,0.008347386788943423
delta,50,45000,malliavin_A,call,0.6405444271113641,15.320990853699438,0.07233079471033488
delta,50,45000,malliavin_A,digital,0.004871041137653797,0.03537202881164058,0.0034754399994219565
delta,50,45000,malliavin_B,call,0.6195286951869216,2.1049286907562212,0.026810104328047757
delta,50,45000,malliavin_B,digital,0.004907037452157402,0.0008819261495294665,0.0005487770238170927
delta,50,45000,FD_eps_1.0,call,0.6406425713467059,0.2740094225389401,0.009673030537992844
delta,50,45000,FD_eps_1.0,digital,0.0059197177546459,0.029720144625439347,0.0031857028890283166
price,50,47000,MC,call,6.421934135061041,71.14734141737047,0.15251637562276343
price,50,47000,MC,digital,0.30794095079452016,0.204016631898392,0.008167138581188005
delta,50,47000,malliavin_A,call,0.6389752472573776,15.280487475693727,0.07068149758592668
delta,50,47000,malliavin_A,digital,0.005105577620212627,0.035255506334058696,0.0033950847215690333
delta,50,47000,malliavin_B,call,0.6183146196663923,2.096196217751449,0.026179003101989062
delta,50,47000,malliavin_B,digital,0.004934927973031584,0.0008832416087222865,0.0005373743070505779
delta,50,47000,FD_eps_1.0,call,0.639667879126907,0.2742060204928825,0.009468378945600264
delta,50,47000,FD_eps_1.0,digital,0.005874292644564906,0.029696829356883156,0.00311596219431088
price,50,49000,MC,call,6.420953850559181,71.12564732627091,0.14934859557933144
price,50,49000,MC,digital,0.30786889426554204,0.20399090038182532,0.00799822144978124
delta,50,49000,malliavin_A,call,0.6398230357158637,15.315555451486182,0.06930337790891627
delta,50,49000,malliavin_A,digital,0.004901672265648701,0.03519866379584658,0.0033223938608144417
delta,50,49000,malliavin_B,call,0.618250926136304,2.0917644179022896,0.025612054221677782
delta,50,49000,malliavin_B,digital,0.004942755902423032,0.0008838376240067581,0.0005264707768608996
delta,50,49000,FD_eps_1.0,call,0.6397421044692403,0.2741277637862432,0.009271810326110241
delta,50,49000,FD_eps_1.0,digital,0.006099943353733479,0.029686638401824967,0.003051184983381425
price,50,51000,MC,call,6.420826989239221,71.08595680695097,0.14635005353659203
price,50,51000,MC,digital,0.30793568763559814,0.20401442524939417,0.007840277186166755
delta,50,51000,malliavin_A,call,0.6344334413557805,15.33034980291584,0.06796369953973924
delta,50,51000,malliavin_A,digital,0.0049826630244087485,0.035206788547327374,0.0032569731994949638
delta,50,51000,malliavin_B,call,0.6185067612974063,2.0921572480766257,0.02510719182056409
delta,50,51000,malliavin_B,digital,0.0049587767336849295,0.0008856876301510231,0.000516584378012842
delta,50,51000,FD_eps_1.0,call,0.6398194246182438,0.2741689370308709,0.009088874425007276
delta,50,51000,FD_eps_1.0,digital,0.005851215716983651,0.02960884418405096,0.002986838262981739
price,150,1000,MC,call,5.745501844746574,66.88079736450334,1.0137638209276876
price,150,1000,MC,digital,0.31927658053745916,0.2081111077773024,0.05655014170229056
delta,150,1000,malliavin_A,call,0.5339306908954863,38.2871261259074,0.7670301786117306
delta,150,1000,malliavin_A,digital,0.009100594645497196,0.11398856579350553,0.04185204770867637
delta,150,1000,malliavin_B,call,0.5917601755919406,2.121804928588534,0.18056717103245212
delta,150,1000,malliavin_B,digital,0.008213779227451949,0.0009587600717054157,0.003838318742086709
delta,150,1000,FD_eps_1.0,call,0.6017104541420465,0.2789667684237805,0.06547300932679945
delta,150,1000,FD_eps_1.0,digital,0.010189678102259334,0.02511348521876976,0.019644435834752387
price,150,3000,MC,call,5.6368089496984854,66.11851613280042,0.5819517638381679
price,150,3000,MC,digital,0.28854580530842305,0.19682491452947337,0.03175158981125037
delta,150,3000,malliavin_A,call,0.4477040633993132,36.02967299667983,0.4295914210565589
delta,150,3000,malliavin_A,digital,0.004709994464783054,0.09354744246009913,0.021889780110201103
delta,150,3000,malliavin_B,call,0.5961688954942216,2.296575173717933,0.10845904411254237
delta,150,3000,malliavin_B,digital,0.006683534139164774,0.0009133152530226884,0.0021628967847193443
delta,150,3000,FD_eps_1.0,call,0.5792153635131281,0.2804214862537234,0.03789929078654475
delta,150,3000,FD_eps_1.0,digital,0.01002793718000125,0.028004750644725608,0.011976813715218136
price,150,5000,MC,call,5.650187027525717,65.42492298861141,0.4484073007015379
price,150,5000,MC,digital,0.28880459078403603,0.19690041361946176,0.024599392333316317
delta,150,5000,malliavin_A,call,0.5049094875081115,35.805324943555426,0.3317224578507311
delta,150,5000,malliavin_A,digital,0.006125508892086422,0.10196346861287142,0.01770204193923869
delta,150,5000,malliavin_B,call,0.5911617197289465,2.1171407505986335,0.08066328982876758
delta,150,5000,malliavin_B,digital,0.007207069136639567,0.0009433125581002931,0.0017026636833381006
delta,150,5000,FD_eps_1.0,call,0.5795526642816863,0.28066901573658165,0.02936961819096262
delta,150,5000,FD_eps_1.0,digital,0.008928098908646273,0.02686012673573409,0.00908563097943103
price,150,7000,MC,call,5.558787563020188,64.03825131986613,0.3749356868815905
price,150,7000,MC,digital,0.2903018496072252,0.1974751801868531,0.02082060315039358
delta,150,7000,malliavin_A,call,0.5150643250687023,35.72746542915992,0.2800516597167242
delta,150,7000,malliavin_A,digital,0.004689443150639987,0.10354874799217013,0.01507681039187042
delta,150,7000,malliavin_B,call,0.5858768782015112,2.0357743045584753,0.06685006920988767
delta,150,7000,malliavin_B,digital,0.007317214779792995,0.00095856020513589,0.0014505968986297697
delta,150,7000,FD_eps_1.0,call,0.5753141640957529,0.2802839238010923,0.024804823513344232
delta,150,7000,FD_eps_1.0,digital,0.008664692263825966,0.026466283184069923,0.007622255889542826
price,150,9000,MC,call,5.62911720401602,64.27459228404936,0.3312718076467007
price,150,9000,MC,digital,0.29253541472412253,0.1983347549509654,0.0184019660135617
delta,150,9000,malliavin_A,call,0.5489193552951401,35.52374609494479,0.2462771907138963
delta,150,9000,malliavin_A,digital,0.005423836261487015,0.105254976054077,0.01340559611189533
delta,150,9000,malliavin_B,call,0.5859279676428657,2.018248811097258,0.058701900906988236
delta,150,9000,malliavin_B,digital,0.007293667084545072,0.0009634636554459314,0.0012825741440575392
delta,150,9000,FD_eps_1.0,call,0.580898812640835,0.28007925492481217,0.021867809581098463
delta,150,9000,FD_eps_1.0,digital,0.00760182334612998,0.026811640686085558,0.00676591453487147
price,150,11000,MC,call,5.692596909112653,64.7883753859989,0.3008418629493832
price,150,11000,MC,digital,0.29466255291381976,0.19914604247520729,0.01667921337552991
delta,150,11000,malliavin_A,call,0.5562210250629346,36.01623396285825,0.2243049583140338
delta,150,11000,malliavin_A,digital,0.004984004309566643,0.10600806999511642,0.012169120408838687
delta,150,11000,malliavin_B,call,0.5918990525818152,2.0590072530507983,0.053631341797734544
delta,150,11000,malliavin_B,digital,0.007321465320986019,0.0009540310094565421,0.001154438946915656
